index1.1,index1.2,val1,index2.1,index2.2,val2,Class
0.5,0.06,0.331121,0.5,0.06,0.048855,0
0.5,0.24,0.353268,0.5,0.24,0.057403,0
0.5,0.48,0.379365,0.5,0.48,0.0705,0
0.5,0.9,0.409189,0.5,0.9,0.096309,0
0.5,1.2,0.432351,0.5,1.2,0.114264,0
0.5,1.8,0.475135,0.5,1.8,0.150444,0
1.2,0.06,0.687948,1.2,0.06,0.043425,0
1.2,0.24,0.708999,1.2,0.24,0.057752,0
1.2,0.48,0.731262,1.2,0.48,0.070642,0
1.2,0.9,0.759398,1.2,0.9,0.097093,0
1.2,1.2,0.783001,1.2,1.2,0.114342,0
1.2,1.8,0.826344,1.2,1.8,0.150253,0
3.0,0.06,1.59582,3.0,0.06,0.020503,0
3.0,0.24,1.63386,3.0,0.24,0.057879,0
3.0,0.48,1.6668,3.0,0.48,0.070863,0
3.0,0.9,1.67432,3.0,0.9,0.097425,0
3.0,1.2,1.69167,3.0,1.2,0.114785,0
3.0,1.8,1.73044,3.0,1.8,0.151847,0
4.0,0.06,2.09346,4.0,0.06,0.021609,0
4.0,0.24,2.13164,4.0,0.24,0.057967,0
4.0,0.48,2.14502,4.0,0.48,0.07098,0
4.0,0.9,2.17719,4.0,0.9,0.097615,0
4.0,1.2,2.19296,4.0,1.2,0.115065,0
4.0,1.8,2.23238,4.0,1.8,0.152008,0
5.0,0.06,2.60697,5.0,0.06,0.030299,0
5.0,0.24,2.61897,5.0,0.24,0.058137,0
5.0,0.48,2.65079,5.0,0.48,0.071152,0
5.282388132157076,1.242243066776498,2.23983816222438,4.589835769433766,0.7884871593667989,0.23878810523111027,1
5.0,1.2,2.70986,5.0,1.2,0.114996,0
5.0,1.8,2.74005,5.0,1.8,0.152169,0
0.1,0.06,0.074236,0.1,0.06,0.037711,0
0.1,0.24,0.073547,0.1,0.24,0.049114,0
0.1,0.48,0.073834,0.1,0.48,0.061886,0
-0.09081554770660566,1.2700628320526222,-0.013527208780693745,0.3079013628602226,0.5871134781341119,0.20407017270896877,1
0.1,1.2,0.074292,0.1,1.2,0.107608,0
0.1,1.8,0.07426,0.1,1.8,0.148457,0
0.5,0.06,0.361887,0.5,0.06,0.037623,0
0.5,0.24,0.352656,0.5,0.24,0.049373,0
0.5,0.48,0.34443,0.5,0.48,0.061123,0
0.5,0.9,0.346828,0.5,0.9,0.088912,0
0.5,1.2,0.349215,0.5,1.2,0.108317,0
0.5,1.8,0.34888,0.5,1.8,0.145618,0
1.2,0.06,0.851639,1.2,0.06,0.03829,0
1.2,0.24,0.861256,1.2,0.24,0.049314,0
1.2,0.48,0.854556,1.2,0.48,0.061286,0
1.2,0.9,0.820722,1.2,0.9,0.089255,0
1.2,1.2,0.815264,1.2,1.2,0.108733,0
1.2,1.8,0.82803,1.2,1.8,0.148036,0
3.0,0.06,2.1288,3.0,0.06,0.036303,0
3.0,0.24,2.13988,3.0,0.24,0.048946,0
3.0,0.48,2.16988,3.0,0.48,0.060629,0
3.0,0.9,2.10714,3.0,0.9,0.088995,0
3.0,1.2,2.09428,3.0,1.2,0.108628,0
3.0,1.8,2.06564,3.0,1.8,0.147921,0
4.0,0.06,2.89291,4.0,0.06,0.036943,0
4.0,0.24,2.89442,4.0,0.24,0.048786,0
4.0,0.48,2.83459,4.0,0.48,0.060669,0
4.0,0.9,2.85921,4.0,0.9,0.088762,0
4.0,1.2,2.86186,4.0,1.2,0.108625,0
4.0,1.8,2.83937,4.0,1.8,0.147669,0
5.0,0.06,3.55982,5.0,0.06,0.037541,0
5.0,0.24,3.72993,5.0,0.24,0.048607,0
5.0,0.48,3.61756,5.0,0.48,0.060954,0
5.0,0.9,3.74553,5.0,0.9,0.088739,0
5.0,1.2,3.63612,5.0,1.2,0.108265,0
5.0,1.8,3.47908,5.0,1.8,0.147491,0
0.1,0.06,0.074236,0.1,0.06,0.04667,0
0.1,0.24,0.073547,0.1,0.24,0.056951,0
0.1,0.48,0.073834,0.1,0.48,0.070835,0
0.1,0.9,0.073245,0.1,0.9,0.095913,0
0.1,1.2,0.074292,0.1,1.2,0.113805,0
0.1,1.8,0.07426,0.1,1.8,0.152249,0
0.5,0.06,0.361887,0.5,0.06,0.048855,0
0.5,0.24,0.352656,0.5,0.24,0.057403,0
0.5,0.48,0.34443,0.5,0.48,0.0705,0
0.5,0.9,0.346828,0.5,0.9,0.096309,0
0.5,1.2,0.349215,0.5,1.2,0.114264,0
0.5,1.8,0.34888,0.5,1.8,0.150444,0
1.2,0.06,0.851639,1.2,0.06,0.043425,0
1.2,0.24,0.861256,1.2,0.24,0.057752,0
1.2,0.48,0.854556,1.2,0.48,0.070642,0
1.2,0.9,0.820722,1.2,0.9,0.097093,0
1.2,1.2,0.815264,1.2,1.2,0.114342,0
1.2,1.8,0.82803,1.2,1.8,0.150253,0
3.0,0.06,2.1288,3.0,0.06,0.020503,0
3.0,0.24,2.13988,3.0,0.24,0.057879,0
3.0,0.48,2.16988,3.0,0.48,0.070863,0
3.0,0.9,2.10714,3.0,0.9,0.097425,0
3.0,1.2,2.09428,3.0,1.2,0.114785,0
3.0,1.8,2.06564,3.0,1.8,0.151847,0
4.0,0.06,2.89291,4.0,0.06,0.021609,0
4.0,0.24,2.89442,4.0,0.24,0.057967,0
4.0,0.48,2.83459,4.0,0.48,0.07098,0
4.0,0.9,2.85921,4.0,0.9,0.097615,0
10.850876638528073,6.4703120513273555,58.722535249008416,13.604856210114969,7.137260522860208,59.0575769303492,1
4.0,1.8,2.83937,4.0,1.8,0.152008,0
5.0,0.06,3.55982,5.0,0.06,0.030299,0
5.0,0.24,3.72993,5.0,0.24,0.058137,0
5.0,0.48,3.61756,5.0,0.48,0.071152,0
5.0,0.9,3.74553,5.0,0.9,0.09777,0
12.00038569161693,6.401371093443659,42.84895366124712,13.86716952156494,8.402587742280911,54.762741406636096,1
5.0,1.8,3.47908,5.0,1.8,0.152169,0
0.1,0.06,0.037711,0.1,0.06,0.04667,0
0.1,0.24,0.049114,0.1,0.24,0.056951,0
0.1,0.48,0.061886,0.1,0.48,0.070835,0
0.1,0.9,0.089108,0.1,0.9,0.095913,0
0.1,1.2,0.107608,0.1,1.2,0.113805,0
0.1,1.8,0.148457,0.1,1.8,0.152249,0
0.5,0.06,0.037623,0.5,0.06,0.048855,0
0.5,0.24,0.049373,0.5,0.24,0.057403,0
0.5,0.48,0.061123,0.5,0.48,0.0705,0
0.5,0.9,0.088912,0.5,0.9,0.096309,0
0.5,1.2,0.108317,0.5,1.2,0.114264,0
0.5,1.8,0.145618,0.5,1.8,0.150444,0
1.2,0.06,0.03829,1.2,0.06,0.043425,0
1.2,0.24,0.049314,1.2,0.24,0.057752,0
1.2,0.48,0.061286,1.2,0.48,0.070642,0
1.2,0.9,0.089255,1.2,0.9,0.097093,0
1.2,1.2,0.108733,1.2,1.2,0.114342,0
1.2,1.8,0.148036,1.2,1.8,0.150253,0
3.0,0.06,0.036303,3.0,0.06,0.020503,0
3.0,0.24,0.048946,3.0,0.24,0.057879,0
3.0,0.48,0.060629,3.0,0.48,0.070863,0
3.0,0.9,0.088995,3.0,0.9,0.097425,0
3.0,1.2,0.108628,3.0,1.2,0.114785,0
3.0,1.8,0.147921,3.0,1.8,0.151847,0
4.0,0.06,0.036943,4.0,0.06,0.021609,0
4.0,0.24,0.048786,4.0,0.24,0.057967,0
4.0,0.48,0.060669,4.0,0.48,0.07098,0
4.0,0.9,0.088762,4.0,0.9,0.097615,0
4.0,1.2,0.108625,4.0,1.2,0.115065,0
4.0,1.8,0.147669,4.0,1.8,0.152008,0
5.0,0.06,0.037541,5.0,0.06,0.030299,0
5.0,0.24,0.048607,5.0,0.24,0.058137,0
5.0,0.48,0.060954,5.0,0.48,0.071152,0
5.0,0.9,0.088739,5.0,0.9,0.09777,0
5.0,1.2,0.108265,5.0,1.2,0.114996,0
5.0,1.8,0.147491,5.0,1.8,0.152169,0
0.1,0.06,0.16682,0.1,0.06,0.123317,0
0.1,0.24,0.17274,0.1,0.24,0.126266,0
0.1,0.48,0.170587,0.1,0.48,0.124121,0
0.1,0.9,0.153582,0.1,0.9,0.123262,0
0.1,1.2,0.148058,0.1,1.2,0.123069,0
0.1,1.8,0.118108,0.1,1.8,0.123527,0
0.5,0.06,0.476137,0.5,0.06,0.595347,0
0.5,0.24,0.484081,0.5,0.24,0.586124,0
0.5,0.48,0.475698,0.5,0.48,0.587184,0
0.5,0.9,0.462865,0.5,0.9,0.586099,0
0.5,1.2,0.455941,0.5,1.2,0.585833,0
0.5,1.8,0.427515,0.5,1.8,0.588683,0
1.2,0.06,1.01612,1.2,0.06,1.41609,0
1.2,0.24,1.01622,1.2,0.24,1.42435,0
1.2,0.48,1.01942,1.2,0.48,1.422,0
1.2,0.9,0.994967,1.2,0.9,1.40424,0
1.2,1.2,0.986457,1.2,1.2,1.39922,0
1.2,1.8,0.965768,1.2,1.8,1.3933,0
3.0,0.06,2.41248,3.0,0.06,3.54166,0
3.0,0.24,2.41282,3.0,0.24,3.58017,0
3.0,0.48,2.41244,3.0,0.48,3.56867,0
3.0,0.9,2.38888,3.0,0.9,3.59532,0
3.0,1.2,2.40962,3.0,1.2,3.5131,0
3.0,1.8,2.3307,3.0,1.8,3.48551,0
4.0,0.06,3.16919,4.0,0.06,4.66899,0
4.0,0.24,3.21949,4.0,0.24,4.76968,0
4.0,0.48,3.21356,4.0,0.48,4.76397,0
4.0,0.9,3.17835,4.0,0.9,4.69199,0
4.0,1.2,3.12581,4.0,1.2,4.74648,0
4.0,1.8,3.15029,4.0,1.8,4.66549,0
5.0,0.06,3.98009,5.0,0.06,5.85502,0
5.0,0.24,3.98366,5.0,0.24,5.86898,0
5.0,0.48,3.97875,5.0,0.48,5.86272,0
5.0,0.9,3.92815,5.0,0.9,5.86294,0
5.0,1.2,3.98114,5.0,1.2,5.95992,0
5.0,1.8,3.88157,5.0,1.8,5.83487,0
0.1,0.06,0.16682,0.1,0.06,0.150093,0
0.1,0.24,0.17274,0.1,0.24,0.175107,0
0.1,0.48,0.170587,0.1,0.48,0.200825,0
0.1,0.9,0.153582,0.1,0.9,0.230239,0
0.1,1.2,0.148058,0.1,1.2,0.254055,0
0.1,1.8,0.118108,0.1,1.8,0.296987,0
0.5,0.06,0.476137,0.5,0.06,0.352068,0
0.5,0.24,0.484081,0.5,0.24,0.376884,0
0.5,0.48,0.475698,0.5,0.48,0.401202,0
0.5,0.9,0.462865,0.5,0.9,0.431277,0
0.5,1.2,0.455941,0.5,1.2,0.455399,0
0.5,1.8,0.427515,0.5,1.8,0.49765,0
1.2,0.06,1.01612,1.2,0.06,0.702822,0
1.2,0.24,1.01622,1.2,0.24,0.73131,0
1.2,0.48,1.01942,1.2,0.48,0.756783,0
0.45394899142731804,1.547603536334822,0.9139359489815881,1.7975887057557083,0.6598927829338003,0.915580393200496,1
1.2,1.2,0.986457,1.2,1.2,0.806264,0
1.2,1.8,0.965768,1.2,1.8,0.84986,0
3.0,0.06,2.41248,3.0,0.06,1.62103,0
3.0,0.24,2.41282,3.0,0.24,1.65478,0
3.0,0.48,2.41244,3.0,0.48,1.68758,0
3.0,0.9,2.38888,3.0,0.9,1.68402,0
3.0,1.2,2.40962,3.0,1.2,1.70861,0
3.0,1.8,2.3307,3.0,1.8,1.74904,0
4.0,0.06,3.16919,4.0,0.06,2.10563,0
4.0,0.24,3.21949,4.0,0.24,2.13535,0
4.0,0.48,3.21356,4.0,0.48,2.16208,0
4.0,0.9,3.17835,4.0,0.9,2.21265,0
4.0,1.2,3.12581,4.0,1.2,2.23903,0
4.0,1.8,3.15029,4.0,1.8,2.25014,0
5.0,0.06,3.98009,5.0,0.06,2.63592,0
5.0,0.24,3.98366,5.0,0.24,2.69323,0
5.0,0.48,3.97875,5.0,0.48,2.72927,0
5.0,0.9,3.92815,5.0,0.9,2.72417,0
5.0,1.2,3.98114,5.0,1.2,2.72571,0
5.0,1.8,3.88157,5.0,1.8,2.77822,0
0.1,0.06,0.16682,0.1,0.06,0.073533,0
0.1,0.24,0.17274,0.1,0.24,0.076175,0
0.1,0.48,0.170587,0.1,0.48,0.073935,0
0.1,0.9,0.153582,0.1,0.9,0.073523,0
0.1,1.2,0.148058,0.1,1.2,0.073451,0
0.1,1.8,0.118108,0.1,1.8,0.073687,0
0.5,0.06,0.476137,0.5,0.06,0.35834,0
0.5,0.24,0.484081,0.5,0.24,0.36076,0
0.5,0.48,0.475698,0.5,0.48,0.344358,0
0.5,0.9,0.462865,0.5,0.9,0.347732,0
0.5,1.2,0.455941,0.5,1.2,0.349446,0
0.5,1.8,0.427515,0.5,1.8,0.348882,0
1.2,0.06,1.01612,1.2,0.06,0.849429,0
1.2,0.24,1.01622,1.2,0.24,0.887646,0
1.2,0.48,1.01942,1.2,0.48,0.846875,0
1.2,0.9,0.994967,1.2,0.9,0.826505,0
1.2,1.2,0.986457,1.2,1.2,0.831965,0
1.2,1.8,0.965768,1.2,1.8,0.821433,0
3.0,0.06,2.41248,3.0,0.06,2.12996,0
3.0,0.24,2.41282,3.0,0.24,2.16448,0
3.0,0.48,2.41244,3.0,0.48,2.13318,0
3.0,0.9,2.38888,3.0,0.9,2.20059,0
3.0,1.2,2.40962,3.0,1.2,2.14298,0
3.0,1.8,2.3307,3.0,1.8,2.08091,0
4.0,0.06,3.16919,4.0,0.06,2.8152,0
4.0,0.24,3.21949,4.0,0.24,3.00961,0
4.0,0.48,3.21356,4.0,0.48,2.94008,0
4.0,0.9,3.17835,4.0,0.9,2.81863,0
4.0,1.2,3.12581,4.0,1.2,2.80086,0
4.0,1.8,3.15029,4.0,1.8,2.78445,0
4.848865303958736,0.3254335810335744,3.5121743851047174,4.46205308563787,-0.5015975254376888,4.527877273838577,1
5.0,0.24,3.98366,5.0,0.24,3.61815,0
5.0,0.48,3.97875,5.0,0.48,3.83897,0
0.5,0.24,0.36076,0.5,0.24,0.064257,1
5.0,1.2,3.98114,5.0,1.2,3.55034,0
5.0,1.8,3.88157,5.0,1.8,3.48455,0
0.1,0.06,0.16682,0.1,0.06,0.052385,0
0.1,0.24,0.17274,0.1,0.24,0.064006,0
0.1,0.48,0.170587,0.1,0.48,0.074926,0
0.1,0.9,0.153582,0.1,0.9,0.102931,0
0.1,1.2,0.148058,0.1,1.2,0.121732,0
0.1,1.8,0.118108,0.1,1.8,0.161844,0
0.5,0.06,0.476137,0.5,0.06,0.052225,0
0.5,0.24,0.484081,0.5,0.24,0.064257,0
0.5,0.48,0.475698,0.5,0.48,0.074883,0
0.5,0.9,0.462865,0.5,0.9,0.104413,0
0.5,1.2,0.455941,0.5,1.2,0.122427,0
0.5,1.8,0.427515,0.5,1.8,0.162252,0
1.0576052952423025,-0.4386324789842077,0.7841927852470271,0.650906808110925,-0.16445419365650318,-0.15011617851170161,1
1.2,0.24,1.01622,1.2,0.24,0.06405,0
1.2,0.48,1.01942,1.2,0.48,0.07481,0
1.2,0.9,0.994967,1.2,0.9,0.10441,0
1.2,1.2,0.986457,1.2,1.2,0.122749,0
1.2,1.8,0.965768,1.2,1.8,0.162746,0
3.0,0.06,2.41248,3.0,0.06,0.055631,0
3.0,0.24,2.41282,3.0,0.24,0.063585,0
3.0,0.48,2.41244,3.0,0.48,0.074597,0
3.0,0.9,2.38888,3.0,0.9,0.104398,0
3.0,1.2,2.40962,3.0,1.2,0.12251,0
3.0,1.8,2.3307,3.0,1.8,0.162562,0
4.0,0.06,3.16919,4.0,0.06,0.053596,0
4.0,0.24,3.21949,4.0,0.24,0.063516,0
4.0,0.48,3.21356,4.0,0.48,0.074554,0
4.0,0.9,3.17835,4.0,0.9,0.104067,0
4.0,1.2,3.12581,4.0,1.2,0.122343,0
4.0,1.8,3.15029,4.0,1.8,0.162425,0
5.0,0.06,3.98009,5.0,0.06,0.047758,0
5.0,0.24,3.98366,5.0,0.24,0.063269,0
5.0,0.48,3.97875,5.0,0.48,0.074233,0
5.0,0.9,3.92815,5.0,0.9,0.103626,0
5.0,1.2,3.98114,5.0,1.2,0.12227,0
5.0,1.8,3.88157,5.0,1.8,0.162312,0
0.1,0.06,0.16682,0.1,0.06,0.060815,0
0.1,0.24,0.17274,0.1,0.24,0.071639,0
0.1,0.48,0.170587,0.1,0.48,0.085054,0
0.1,0.9,0.153582,0.1,0.9,0.111367,0
0.1,1.2,0.148058,0.1,1.2,0.128981,0
0.1,1.8,0.118108,0.1,1.8,0.166988,0
0.5,0.06,0.476137,0.5,0.06,0.060656,0
0.5,0.24,0.484081,0.5,0.24,0.072261,0
0.5,0.48,0.475698,0.5,0.48,0.084962,0
0.5,0.9,0.462865,0.5,0.9,0.111578,0
0.5,1.2,0.455941,0.5,1.2,0.130432,0
0.5,1.8,0.427515,0.5,1.8,0.166498,0
1.2,0.06,1.01612,1.2,0.06,0.062462,0
1.2,0.24,1.01622,1.2,0.24,0.072668,0
1.2,0.48,1.01942,1.2,0.48,0.085264,0
1.2,0.9,0.994967,1.2,0.9,0.111642,0
1.2,1.2,0.986457,1.2,1.2,0.130573,0
1.2,1.8,0.965768,1.2,1.8,0.16702,0
3.0,0.06,2.41248,3.0,0.06,0.073821,0
3.0,0.24,2.41282,3.0,0.24,0.072399,0
3.0,0.48,2.41244,3.0,0.48,0.085454,0
3.0,0.9,2.38888,3.0,0.9,0.112071,0
3.0,1.2,2.40962,3.0,1.2,0.131025,0
3.0,1.8,2.3307,3.0,1.8,0.167235,0
4.0,0.06,3.16919,4.0,0.06,0.064963,0
4.0,0.24,3.21949,4.0,0.24,0.072657,0
4.0,0.48,3.21356,4.0,0.48,0.085688,0
4.0,0.9,3.17835,4.0,0.9,0.112012,0
4.0,1.2,3.12581,4.0,1.2,0.131188,0
4.0,1.8,3.15029,4.0,1.8,0.167506,0
5.0,0.06,3.98009,5.0,0.06,0.049717,0
5.0,0.24,3.98366,5.0,0.24,0.072478,0
5.0,0.48,3.97875,5.0,0.48,0.085818,0
5.0,0.9,3.92815,5.0,0.9,0.112124,0
5.0,1.2,3.98114,5.0,1.2,0.131386,0
5.0,1.8,3.88157,5.0,1.8,0.167565,0
0.1,0.06,0.123317,0.1,0.06,0.150093,0
0.1,0.24,0.126266,0.1,0.24,0.175107,0
0.1,0.48,0.124121,0.1,0.48,0.200825,0
0.1,0.9,0.123262,0.1,0.9,0.230239,0
14.782463345373142,7.09301517876176,44.28394838034459,11.228408338475669,5.125227728158102,63.6624843488363,1
0.1,1.8,0.123527,0.1,1.8,0.296987,0
0.5,0.06,0.595347,0.5,0.06,0.352068,0
0.5,0.24,0.586124,0.5,0.24,0.376884,0
0.5,0.48,0.587184,0.5,0.48,0.401202,0
0.5,0.9,0.586099,0.5,0.9,0.431277,0
0.5,1.2,0.585833,0.5,1.2,0.455399,0
0.5,1.8,0.588683,0.5,1.8,0.49765,0
1.2,0.06,1.41609,1.2,0.06,0.702822,0
1.2,0.24,1.42435,1.2,0.24,0.73131,0
1.2,0.48,1.422,1.2,0.48,0.756783,0
1.2,0.9,1.40424,1.2,0.9,0.781155,0
1.2,1.2,1.39922,1.2,1.2,0.806264,0
1.2,1.8,1.3933,1.2,1.8,0.84986,0
3.0,0.06,3.54166,3.0,0.06,1.62103,0
3.0,0.24,3.58017,3.0,0.24,1.65478,0
3.0,0.48,3.56867,3.0,0.48,1.68758,0
3.0,0.9,3.59532,3.0,0.9,1.68402,0
3.0,1.2,3.5131,3.0,1.2,1.70861,0
3.0,1.8,3.48551,3.0,1.8,1.74904,0
4.0,0.06,4.66899,4.0,0.06,2.10563,0
4.0,0.24,4.76968,4.0,0.24,2.13535,0
4.0,0.48,4.76397,4.0,0.48,2.16208,0
4.0,0.9,4.69199,4.0,0.9,2.21265,0
4.0,1.2,4.74648,4.0,1.2,2.23903,0
4.0,1.8,4.66549,4.0,1.8,2.25014,0
5.0,0.06,5.85502,5.0,0.06,2.63592,0
5.0,0.24,5.86898,5.0,0.24,2.69323,0
5.0,0.48,5.86272,5.0,0.48,2.72927,0
5.0,0.9,5.86294,5.0,0.9,2.72417,0
5.0,1.2,5.95992,5.0,1.2,2.72571,0
5.0,1.8,5.83487,5.0,1.8,2.77822,0
0.1,0.06,0.123317,0.1,0.06,0.073533,0
0.1,0.24,0.126266,0.1,0.24,0.076175,0
0.1,0.48,0.124121,0.1,0.48,0.073935,0
0.1,0.9,0.123262,0.1,0.9,0.073523,0
0.1,1.2,0.123069,0.1,1.2,0.073451,0
0.1,1.8,0.123527,0.1,1.8,0.073687,0
0.5,0.06,0.595347,0.5,0.06,0.35834,0
0.5,0.24,0.586124,0.5,0.24,0.36076,0
0.5,0.48,0.587184,0.5,0.48,0.344358,0
0.5,0.9,0.586099,0.5,0.9,0.347732,0
0.5,1.2,0.585833,0.5,1.2,0.349446,0
0.5,1.8,0.588683,0.5,1.8,0.348882,0
1.2,0.06,1.41609,1.2,0.06,0.849429,0
1.2,0.24,1.42435,1.2,0.24,0.887646,0
1.2,0.48,1.422,1.2,0.48,0.846875,0
1.2,0.9,1.40424,1.2,0.9,0.826505,0
1.2,1.2,1.39922,1.2,1.2,0.831965,0
1.2,1.8,1.3933,1.2,1.8,0.821433,0
3.0,0.06,3.54166,3.0,0.06,2.12996,0
3.0,0.24,3.58017,3.0,0.24,2.16448,0
3.0,0.48,3.56867,3.0,0.48,2.13318,0
3.0,0.9,3.59532,3.0,0.9,2.20059,0
3.0,1.2,3.5131,3.0,1.2,2.14298,0
3.0,1.8,3.48551,3.0,1.8,2.08091,0
4.0,0.06,4.66899,4.0,0.06,2.8152,0
4.0,0.24,4.76968,4.0,0.24,3.00961,0
4.0,0.48,4.76397,4.0,0.48,2.94008,0
4.0,0.9,4.69199,4.0,0.9,2.81863,0
4.0,1.2,4.74648,4.0,1.2,2.80086,0
4.0,1.8,4.66549,4.0,1.8,2.78445,0
5.0,0.06,5.85502,5.0,0.06,3.50505,0
5.0,0.24,5.86898,5.0,0.24,3.61815,0
5.0,0.48,5.86272,5.0,0.48,3.83897,0
5.0,0.9,5.86294,5.0,0.9,3.52494,0
5.0,1.2,5.95992,5.0,1.2,3.55034,0
5.0,1.8,5.83487,5.0,1.8,3.48455,0
0.1,0.06,0.123317,0.1,0.06,0.052385,0
0.1,0.24,0.126266,0.1,0.24,0.064006,0
0.1,0.48,0.124121,0.1,0.48,0.074926,0
0.1,0.9,0.123262,0.1,0.9,0.102931,0
0.1,1.2,0.123069,0.1,1.2,0.121732,0
0.1,1.8,0.123527,0.1,1.8,0.161844,0
0.5,0.06,0.595347,0.5,0.06,0.052225,0
0.5,0.24,0.586124,0.5,0.24,0.064257,0
0.5,0.48,0.587184,0.5,0.48,0.074883,0
0.5,0.9,0.586099,0.5,0.9,0.104413,0
0.5,1.2,0.585833,0.5,1.2,0.122427,0
0.5,1.8,0.588683,0.5,1.8,0.162252,0
1.2,0.06,1.41609,1.2,0.06,0.052939,0
1.2,0.24,1.42435,1.2,0.24,0.06405,0
1.2,0.48,1.422,1.2,0.48,0.07481,0
1.2,0.9,1.40424,1.2,0.9,0.10441,0
11.098232815802753,4.09162924760094,50.80662036758786,10.562171453014082,6.62270580842655,61.05638243018875,1
1.2,1.8,1.3933,1.2,1.8,0.162746,0
3.0,0.06,3.54166,3.0,0.06,0.055631,0
3.0,0.24,3.58017,3.0,0.24,0.063585,0
3.0,0.48,3.56867,3.0,0.48,0.074597,0
3.0,0.9,3.59532,3.0,0.9,0.104398,0
3.0,1.2,3.5131,3.0,1.2,0.12251,0
3.0,1.8,3.48551,3.0,1.8,0.162562,0
4.0,0.06,4.66899,4.0,0.06,0.053596,0
4.0,0.24,4.76968,4.0,0.24,0.063516,0
4.0,0.48,4.76397,4.0,0.48,0.074554,0
4.0,0.9,4.69199,4.0,0.9,0.104067,0
4.0,1.2,4.74648,4.0,1.2,0.122343,0
4.0,1.8,4.66549,4.0,1.8,0.162425,0
5.0,0.06,5.85502,5.0,0.06,0.047758,0
5.0,0.24,5.86898,5.0,0.24,0.063269,0
5.0,0.48,5.86272,5.0,0.48,0.074233,0
5.0,0.9,5.86294,5.0,0.9,0.103626,0
5.0,1.2,5.95992,5.0,1.2,0.12227,0
5.0,1.8,5.83487,5.0,1.8,0.162312,0
0.1,0.06,0.123317,0.1,0.06,0.060815,0
0.1,0.24,0.126266,0.1,0.24,0.071639,0
0.1,0.48,0.124121,0.1,0.48,0.085054,0
0.1,0.9,0.123262,0.1,0.9,0.111367,0
0.1,1.2,0.123069,0.1,1.2,0.128981,0
0.1,1.8,0.123527,0.1,1.8,0.166988,0
0.5,0.06,0.595347,0.5,0.06,0.060656,0
0.5,0.24,0.586124,0.5,0.24,0.072261,0
0.5,0.48,0.587184,0.5,0.48,0.084962,0
0.5,0.9,0.586099,0.5,0.9,0.111578,0
0.5,1.2,0.585833,0.5,1.2,0.130432,0
0.5,1.8,0.588683,0.5,1.8,0.166498,0
1.2,0.06,1.41609,1.2,0.06,0.062462,0
1.2,0.24,1.42435,1.2,0.24,0.072668,0
1.2,0.48,1.422,1.2,0.48,0.085264,0
1.2,0.9,1.40424,1.2,0.9,0.111642,0
1.2,1.2,1.39922,1.2,1.2,0.130573,0
1.2,1.8,1.3933,1.2,1.8,0.16702,0
3.0,0.06,3.54166,3.0,0.06,0.073821,0
3.0,0.24,3.58017,3.0,0.24,0.072399,0
3.0,0.48,3.56867,3.0,0.48,0.085454,0
3.0,0.9,3.59532,3.0,0.9,0.112071,0
3.0,1.2,3.5131,3.0,1.2,0.131025,0
9.844681919873167,4.305831826024547,69.41120882785046,17.75159376470292,4.936876823749107,38.03462510587768,1
4.0,0.06,4.66899,4.0,0.06,0.064963,0
4.0,0.24,4.76968,4.0,0.24,0.072657,0
4.28487945985209,0.31791156947967936,3.6652194973689847,4.6343569472882855,0.5751116109224469,-0.10412424833841692,1
4.0,0.9,4.69199,4.0,0.9,0.112012,0
4.0,1.2,4.74648,4.0,1.2,0.131188,0
4.0,1.8,4.66549,4.0,1.8,0.167506,0
5.0,0.06,5.85502,5.0,0.06,0.049717,0
5.0,0.24,5.86898,5.0,0.24,0.072478,0
5.0,0.48,5.86272,5.0,0.48,0.085818,0
5.0,0.9,5.86294,5.0,0.9,0.112124,0
5.0,1.2,5.95992,5.0,1.2,0.131386,0
5.0,1.8,5.83487,5.0,1.8,0.167565,0
0.1,0.06,0.150093,0.1,0.06,0.073533,0
0.1,0.24,0.175107,0.1,0.24,0.076175,0
0.1,0.48,0.200825,0.1,0.48,0.073935,0
0.1,0.9,0.230239,0.1,0.9,0.073523,0
0.1,1.2,0.254055,0.1,1.2,0.073451,0
0.1,1.8,0.296987,0.1,1.8,0.073687,0
0.5,0.06,0.352068,0.5,0.06,0.35834,0
0.5,0.24,0.376884,0.5,0.24,0.36076,0
0.5,0.48,0.401202,0.5,0.48,0.344358,0
0.5,0.9,0.431277,0.5,0.9,0.347732,0
0.5,1.2,0.455399,0.5,1.2,0.349446,0
0.5,1.8,0.49765,0.5,1.8,0.348882,0
1.2,0.06,0.702822,1.2,0.06,0.849429,0
1.2,0.24,0.73131,1.2,0.24,0.887646,0
1.2,0.48,0.756783,1.2,0.48,0.846875,0
1.2,0.9,0.781155,1.2,0.9,0.826505,0
1.2,1.2,0.806264,1.2,1.2,0.831965,0
1.2,1.8,0.84986,1.2,1.8,0.821433,0
3.0,0.06,1.62103,3.0,0.06,2.12996,0
3.0,0.24,1.65478,3.0,0.24,2.16448,0
3.0,0.48,1.68758,3.0,0.48,2.13318,0
3.0,0.9,1.68402,3.0,0.9,2.20059,0
3.0,1.2,1.70861,3.0,1.2,2.14298,0
3.0,1.8,1.74904,3.0,1.8,2.08091,0
4.0,0.06,2.10563,4.0,0.06,2.8152,0
4.0,0.24,2.13535,4.0,0.24,3.00961,0
4.0,0.48,2.16208,4.0,0.48,2.94008,0
