index1.1,index1.2,val1,index2.1,index2.2,val2,index3.1,index3.2,val3,index4.1,index4.2,val4
0.8104923944370231,-0.4931358417363733,0.36854050496466423,0.8360014555780662,-0.27899406899058493,0.6297685314937534,0.6433900477193922,-0.08041111085806919,-0.09400534191016038,0.4651970150293486,-0.23245380004855257,-0.3719367634663484
0.2915184651668047,-0.4339973975298724,0.10191840821633864,0.27589625387600625,-0.4256925406487118,0.3286767222873919,0.29465324737952187,-0.43283536072589057,-0.08276936349127074,0.2902565226695887,-0.4328131676851999,-0.1168649887555253
0.7624112713886334,0.5918146329952805,0.9259635626357458,0.7336777230698925,0.5804898281573343,0.424325946013622,0.7596462415287,0.5902300373534871,1.362535590034545,0.7641204263140088,0.5901997741161816,-0.05601557855191845
0.2915184651668047,0.1972715443317601,0.40928140430615895,0.27589625387600625,0.19349660938577803,0.11897127051583313,0.29465324737952187,0.19674334578449565,-0.0822881307649374,0.2902565226695887,0.19673325803872718,-0.11207423938237246
-0.3912761038548469,0.1972715443317601,-0.25299798508863863,-0.38788687645512887,0.19349660938577803,-0.22194735070144261,-0.3795865941367864,0.19674334578449565,-0.0011365670205772693,-0.39684613761482046,0.19673325803872718,-0.05100941778608787
0.2915184651668047,0.5918146329952805,-0.15166496490583625,0.27589625387600625,0.5804898281573343,-0.00841043603035949,0.29465324737952187,0.5902300373534871,-0.07466316056559505,0.2902565226695887,0.5901997741161816,0.8927854416364371
-0.29709754261048116,0.5918146329952805,-0.14242525503007256,-0.29633058261635165,0.5804898281573343,-0.17266744735641434,-0.2865879953069508,0.5902300373534871,0.08043201662409487,-0.30207335688593645,0.5901997741161816,-0.010822268368129455
0.3448692328772134,-0.5849479469405349,0.6510877838434013,0.3341425838931346,-0.943279158384102,0.2763589593148231,0.2905298437922828,-0.21935620395180633,-0.007737986071599424,0.0854257495895549,-0.19062646551602622,4.0456673521443625
-0.22646362167720688,0.1972715443317601,-0.23847710355809917,-0.22766336223726866,0.19349660938577803,-0.22048933494656645,-0.21683904618457409,0.19674334578449565,-0.08039336777220657,-0.2309937713392734,0.19673325803872718,-0.017060582300076694
-0.3912761038548469,-0.2761801620644642,-0.2649204838706467,-0.38788687645512887,-0.27089525314008933,-0.23255317236862738,-0.3795865941367864,-0.27544068409829403,-0.04686966865061078,-0.39684613761482046,-0.2754265612542181,-0.056877224122629404
-0.3912761038548469,-0.5523603241289284,-0.2752294612727225,-0.38788687645512887,-0.5417905062801787,-0.25357078692864166,-0.3795865941367864,-0.5508813681965881,-0.04672113105683316,-0.39684613761482046,-0.5508531225084362,-0.11314267989005403
-0.29709754261048116,0.1972715443317601,-0.12710830179897165,-0.29633058261635165,0.19349660938577803,-0.18821472180699342,-0.2865879953069508,0.19674334578449565,-0.08096171186063296,-0.30207335688593645,0.19673325803872718,-0.06295182539614155
3.8641453583941443,4.794250863551734,3.4403047892889034,3.3595326071547778,2.6221625799328945,5.165704889010822,2.704310022440958,3.419873911021052,3.053085861187791,3.9323364626585695,5.040026908612209,321.95427012181636
0.7624112713886334,0.5918146329952805,0.9008333799594425,0.7336777230698925,0.5804898281573343,0.4036963890023182,0.7596462415287,0.5902300373534871,1.3449315832026636,0.7641204263140088,0.5901997741161816,0.35233549031941197
0.7624112713886334,-0.2761801620644642,0.3580302802114887,0.7336777230698925,-0.27089525314008933,0.6321244067111744,0.7596462415287,-0.27544068409829403,-0.08240831779024524,0.7641204263140088,-0.2754265612542181,-0.09833960898524
-0.40540288804150176,-0.47345170639622436,-0.29183248422213015,-0.4016203205309455,-0.4643918625258674,-0.2626522265246049,-0.3935363839612618,-0.4721840298827897,-0.08252923175320612,-0.411062054724153,-0.4721598192929453,-0.05326692918135054
-0.29709754261048116,-0.5523603241289284,-0.17653197729127887,-0.29633058261635165,-0.5417905062801787,-0.08705641275585638,-0.2865879953069508,-0.5508813681965881,0.06760641329840356,-0.30207335688593645,-0.5508531225084362,-0.05051827981078263
-0.29709754261048116,-0.2761801620644642,-0.12156182205545432,-0.29633058261635165,-0.27089525314008933,-0.2007760417417733,-0.2865879953069508,-0.27544068409829403,0.06206714838199882,-0.30207335688593645,-0.2754265612542181,0.03222123611673574
1.895285772082906,4.868094980486207,3.468816827925942,2.5911469816315638,2.9185400569661533,2.672129171683738,3.714662637828567,3.667895612063858,3.0062526150087923,2.251636865549628,2.838583697626841,276.0226877349113
0.6572648855482108,-0.31314583136052404,0.7812678338169764,0.8146725299662567,-0.4048800616550255,0.5094326477488464,0.7676910856965734,-0.920347089330392,1.5806997285720459,0.7801418527095266,-0.3278624438112841,9.31890142685619
2.982411374867352,5.3420590704439945,3.3230200135932955,3.0829994731877144,5.594192346940217,4.802125879025309,2.6306441748944756,5.331346864847024,4.996248338448113,1.888668958685875,4.8378738112230275,369.12072164066717
0.526964868277719,0.1972715443317601,0.3309827139874862,0.5047869884729493,0.19349660938577803,0.5911165311951423,0.5271497444541109,0.19674334578449565,-0.08307055799219336,0.5271884744917987,0.19673325803872718,-0.1264551039575381
