index1.1,index1.2,val1,index2.1,index2.2,val2,index3.1,index3.2,val3,index4.1,index4.2,val4
5.2042126038584655,0.1500654211328443,9.067354992967962,5.447041828444288,0.4674434763334553,11.902268204844669,4.499965826272167,0.7773867895697757,-0.088501549572772,3.738357536897482,0.5455294813404752,-0.028466864957614
3.0,0.24,5.45053,3.0,0.24,7.92348,3.0,0.24,0.004238,3.0,0.24,0.001136
5.0,1.8,16.629,5.0,1.8,9.18744,5.0,1.8,11.9335,5.0,1.8,0.008198
3.0,1.2,9.62002,3.0,1.2,5.15232,3.0,1.2,0.00821,3.0,1.2,0.001692
0.1,1.2,0.635961,0.1,1.2,0.647239,0.1,1.2,0.678019,0.1,1.2,0.008779
3.0,1.8,2.01058,3.0,1.8,3.46903,3.0,1.8,0.071145,3.0,1.8,0.118313
0.5,1.8,2.13592,0.5,1.8,1.29845,0.5,1.8,1.35127,0.5,1.8,0.013443
3.226594108066608,0.0104424884156597,12.900210830525705,3.254472205350274,-0.5624739338509039,7.232125098092167,2.982264663600862,0.5655192534052769,0.623532189282771,2.135486912994599,0.6093122930767998,0.4842270158878183
0.8,1.2,0.832942,0.8,1.2,0.666506,0.8,1.2,0.023849,0.8,1.2,0.012719
0.1,0.48,0.474228,0.1,0.48,0.507088,0.1,0.48,0.300547,0.1,0.48,0.008098
0.1,0.06,0.334383,0.1,0.06,0.22935,0.1,0.06,0.301773,0.1,0.06,0.001568
0.5,1.2,2.3437,0.5,1.2,1.093,0.5,1.2,0.019158,0.5,1.2,0.007393
18.173843584029367,8.190839963450127,50.736946416732906,16.472089024087364,4.965439577866251,71.84255726413832,13.36427131325069,6.114723624910349,25.88696847705791,18.371839517541893,8.585574303283392,37.37974572752764
5.0,1.8,16.2881,5.0,1.8,8.91483,5.0,1.8,11.7882,5.0,1.8,0.05559
5.0,0.48,8.92478,5.0,0.48,11.9334,5.0,0.48,0.007218,5.0,0.48,0.003286
0.04,0.18,0.109157,0.04,0.18,0.109343,0.04,0.18,0.00622,0.04,0.18,0.008517
0.5,0.06,1.67325,0.5,0.06,2.42976,0.5,0.06,1.24541,0.5,0.06,0.008836
0.5,0.48,2.41894,0.5,0.48,0.927008,0.5,0.48,1.19969,0.5,0.48,0.0184385
9.811602495199711,8.303138141858899,51.12372251369028,13.115091516624796,5.4249475940129805,38.89111405437576,17.70993943341798,6.492914358712058,25.50041610095426,11.278243300641137,5.228577271466824,32.049064070450605
4.553416894668422,0.4237845897826606,14.666150203415294,5.353857953398546,0.2722679747098701,10.312085475776662,5.034602001617652,-0.5033721226920189,13.734183766612206,5.067620370626669,0.400040134932228,1.096222742896649
14.42889793237962,9.023917347339292,49.14593609461796,15.263944297504112,9.573318408055869,67.03802976711833,13.047424184483631,9.0293934139253,41.92544827556596,9.746293286840896,8.277309550178881,42.85374259145091
4.0,1.2,8.55787,4.0,1.2,11.3915,4.0,1.2,0.001752,4.0,1.2,2.3e-05
0.5,1.8,2.36987,0.5,1.8,1.27717,0.5,1.8,0.022357,0.5,1.8,0.030251
0.5,0.9,0.826945,0.5,0.9,0.602529,0.5,0.9,0.6874,0.5,0.9,0.033509
0.08,0.6,0.088328,0.08,0.6,0.275388,0.08,0.6,0.084818,0.08,0.6,0.008109
1.2,1.8,4.29798,1.2,1.8,5.64154,1.2,1.8,2.49796,1.2,1.8,0.002366
4.795370639456602,0.7137939317876227,15.685355756472392,5.130175711184654,1.4492791063926762,23.83649050343064,5.879284899785468,-0.0701847978809266,9.041739636217134,5.419009211832599,0.5955513404581269,-0.5452988245493189
0.1,1.8,0.557165,0.1,1.8,0.607152,0.1,1.8,0.387926,0.1,1.8,0.0644745
5.0,0.48,15.6151,5.0,0.48,23.2062,5.0,0.48,12.1526,5.0,0.48,0.001136
0.08,0.6,0.119106,0.08,0.6,0.300329,0.08,0.6,0.100659,0.08,0.6,0.0081
0.1,1.2,0.638118,0.1,1.2,0.410956,0.1,1.2,0.669943,0.1,1.2,0.001163
3.0,1.8,10.1835,3.0,1.8,5.62917,3.0,1.8,7.23789,3.0,1.8,0.00457
2.958952550673592,1.53310603950531,13.406310566262013,2.9670745680197697,1.392329488742316,8.697491944724229,3.5051257102485174,1.108269987987466,-0.68654759382269,3.203035940568757,1.140471567968206,0.6231654329677383
3.0,0.9,3.5261,3.0,0.9,1.67432,3.0,0.9,2.10714,3.0,0.9,0.088995
1.2,0.24,3.75935,1.2,0.24,2.55793,1.2,0.24,0.006203,1.2,0.24,0.01183
1.2,1.8,4.41428,1.2,1.8,5.70484,1.2,1.8,2.51045,1.2,1.8,0.005736
0.1,0.9,0.590929,0.1,0.9,0.433413,0.1,0.9,0.008084,0.1,0.9,0.003167
15.16442087035676,5.337061890677475,62.86598991418575,16.49302641782793,8.995773388045322,56.96563452223264,17.561700286655487,8.989570169565976,35.219998671611194,14.321412290771768,7.138836625838572,32.6246313430527
12.233896853457695,7.341249775931654,51.89540572430688,12.461145465708537,9.314356769114598,49.16294054301824,18.923027777184085,5.650872613912337,43.01631146913698,16.277978234459454,7.91132683901433,31.33910340229353
3.0,1.2,9.35689,3.0,1.2,6.38828,3.0,1.2,8.32538,3.0,1.2,0.020779
5.0,1.2,15.9367,5.0,1.2,23.3265,5.0,1.2,0.004025,5.0,1.2,0.001267
1.021552817354601,1.3389585226473224,2.095068168447701,0.2466279906339875,1.4354512149947618,1.1876688835233642,0.5524676868066981,1.532322794698442,2.716761184584666,0.5162422158429457,0.6359132839574951,0.2053626512321298
3.0,1.2,9.4339,3.0,1.2,6.24181,3.0,1.2,8.37216,3.0,1.2,0.020059
0.1,0.9,0.542061,0.1,0.9,0.314533,0.1,0.9,0.316283,0.1,0.9,0.0316505
4.0,0.24,19.2576,4.0,0.24,8.23231,4.0,0.24,11.1957,4.0,0.24,0.00701
17.86218186367421,6.830054142540694,56.45310641266295,13.705443746955918,7.666124497422986,70.20735446500586,17.724322106902775,9.256787788538912,35.10836817868203,18.06451504569236,7.027871945066055,22.64553214035379
0.1,1.8,1.01031,0.1,1.8,0.495732,0.1,1.8,0.026461,0.1,1.8,0.011471
1.2,1.8,4.38688,1.2,1.8,3.36503,1.2,1.8,0.010782,1.2,1.8,0.010807
5.0,0.48,5.89802,5.0,0.48,3.61756,5.0,0.48,0.060954,5.0,0.48,0.071152
0.103178,0.48,0.299678,0.103178,0.48,0.495125,0.103246,0.48,0.286316,0.103246,0.48,0.004587
0.5,0.06,1.58525,0.5,0.06,2.36372,0.5,0.06,1.32949,0.5,0.06,0.004108
5.0,1.2,10.4194,5.0,1.2,14.176,5.0,1.2,0.014556,5.0,1.2,0.017258
0.1,1.8,0.260652,0.1,1.8,0.365912,0.1,1.8,0.325312,0.1,1.8,0.017246
0.1,0.9,0.689466,0.1,0.9,0.272198,0.1,0.9,0.343644,0.1,0.9,0.008764
0.04,0.18,0.117075,0.04,0.18,0.071384,0.04,0.18,0.00678,0.04,0.18,0.008309
14.059676073047914,9.777943254391944,39.74594736801406,12.019848805505044,5.346760065883376,37.65766462473154,9.623863678512688,4.784904899489275,38.63141031802677,10.443362919987436,5.700277052129567,30.767456116237547
1.2,0.9,0.759398,1.2,0.9,0.820722,1.2,0.9,0.089255,1.2,0.9,0.097093
3.0,0.06,6.1865,3.0,0.06,8.42584,3.0,0.06,0.001699,3.0,0.06,0.004261
0.1,0.48,0.360632,0.1,0.48,0.318021,0.1,0.48,0.009045,0.1,0.48,0.007859
